line_number,line,isLOI,is_keyword,length,is_regular_expression,is_mathematical_calculation,is_collection_manipulation,is_string_manipulation,is_bit_manipulation,is_variable_assignment
42,binary = binascii.unhexlify(data[len1:idx1]),0,1,44,0,0,0,0,0,1
44,"    return data[:len1], binary, data[idx + 1 :]
",0,1,48,0,1,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def longestPalindrome(self, s: str) -> str:",0,1,43,0,1,0,0,0,0
3,"res = """"",0,0,8,0,0,0,0,0,1
4,resLen = 0,0,0,10,0,0,0,0,0,1
6,for i in range(len(s)):,0,1,23,0,0,0,0,0,0
8,"l, r = i, i",0,0,11,0,0,0,0,0,1
9,while l >= 0 and r < len(s) and s[l] == s[r]:,0,1,45,0,0,0,0,0,0
10,if (r - l + 1) > resLen:,0,1,24,0,1,0,0,0,0
11,res = s[l : r + 1],0,0,18,0,1,0,0,0,1
14,resLen = r - l + 1,0,0,18,0,1,0,0,0,1
15,l -= 1,0,0,6,0,1,0,0,0,1
16,r += 1,0,0,6,0,1,0,0,0,1
19,"l, r = i, i + 1",0,0,15,0,1,0,0,0,1
20,while l >= 0 and r < len(s) and s[l] == s[r]:,0,1,45,0,0,0,0,0,0
21,if (r - l + 1) > resLen:,0,1,24,0,1,0,0,0,0
22,res = s[l : r + 1],0,0,18,0,1,0,0,0,1
23,resLen = r - l + 1,0,0,18,0,1,0,0,0,1
24,l -= 1,0,0,6,0,1,0,0,0,1
25,r += 1,0,0,6,0,1,0,0,0,1
27,"    return res
",0,1,15,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def encode(longUrl: str) -> str:,0,1,32,0,1,0,1,0,0
3,encodeMap = {},0,0,14,0,0,0,1,0,1
4,decodeMap = {},0,0,14,0,0,0,0,0,1
5,"base = ""http://tinyurl.com/""",0,1,28,0,1,0,0,0,1
6,if longUrl not in encodeMap:,0,1,28,0,0,0,1,0,0
7,shortUrl = base + str(len(encodeMap) + 1),0,1,41,0,1,0,1,0,1
10,encodeMap[longUrl] = shortUrl,0,0,29,0,0,0,1,0,1
11,decodeMap[shortUrl] = longUrl,0,0,29,0,0,0,0,0,1
12,return encodeMap[longUrl],0,1,25,0,0,0,1,0,0
15,"    return self.decodeMap[shortUrl]
",0,1,36,0,0,0,0,0,0
2,from inline import Here,0,1,23,0,0,0,0,0,0
4,class Solution(object):,0,1,23,0,0,0,0,0,0
5,"def simplifyPath(self, path):",0,1,29,0,0,0,0,0,0
6,"""""""",0,0,3,0,0,0,0,0,0
7,:type path: str,0,0,15,0,0,0,0,0,0
8,:rtype: str,0,0,11,0,0,0,0,0,0
9,"""""""",0,0,3,0,0,0,0,0,0
10,result = [],0,0,11,0,0,0,0,0,1
11,plist = path.split('/'),0,0,23,0,1,0,0,0,1
12,for pos in plist:,0,1,17,0,0,0,0,0,0
13,if pos:,0,1,7,0,0,0,0,0,0
14,if pos == '..':,0,1,15,0,0,0,0,0,0
15,try:,0,1,4,0,0,0,0,0,0
17,result.pop(),0,0,12,0,0,1,0,0,0
18,except:,0,1,7,0,0,0,0,0,0
20,result = [],0,0,11,0,0,0,0,0,1
21,elif pos != '.':,0,1,16,0,0,0,0,0,1
22,result.append(pos),0,0,18,0,0,1,0,0,0
23,print(result),0,0,13,0,0,0,0,0,0
24,result2 = '/'+'/'.join(result),1,0,30,0,1,0,1,0,1
27,return result2,0,1,14,0,0,0,0,0,0
29,"print(Solution.simplifyPath(""s"", ""he/4/  //1/./65d""))",0,1,53,0,1,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
3,def num_to_hex(num): ,0,1,21,0,0,0,0,0,0
4,"return ""0x%x"" % num",0,1,19,0,0,0,0,0,0
7,def num_to_bin(num): ,0,1,21,0,0,0,0,0,0
8,return bin(num),0,1,15,0,0,0,0,0,0
11,def bin_str_to_int(bin_str): ,0,1,29,0,0,0,0,0,0
12,"return int(bin_str[2:], 2)",0,1,26,0,0,0,0,0,0
15,def hex_str_to_int(hex): ,0,1,25,0,0,0,0,0,0
16,"return int(hex[2:], 16)",0,1,23,0,0,0,0,0,0
19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
24,num = 0,0,0,7,0,0,0,0,0,1
25,hex = num_to_hex(num),0,0,21,0,0,0,0,0,1
28,num = 5,0,0,7,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def git_versions_from_keywords(keywords, tag_prefix, verbose):",0,1,62,0,0,0,0,0,0
3,"""""""Get version information from git keywords.""""""",0,1,48,0,0,0,1,0,0
4,if not keywords:,0,1,16,0,0,0,0,0,0
5,"raise NotThisMethod(""no keywords at all, weird"")",0,1,48,0,0,0,0,0,0
6,"date = keywords.get(""date"")",0,0,27,0,0,0,0,0,1
7,if date is not None:,0,1,20,0,0,0,0,0,0
17,"date = date.strip().replace("" "", ""T"", 1).replace("" "", """", 1)",1,0,60,0,0,0,1,0,1
19,"refnames = keywords[""refnames""].strip()",0,0,39,0,0,0,0,0,1
20,"if refnames.startswith(""$Format""):",0,1,34,0,0,0,0,0,0
21,if verbose:,0,1,11,0,0,0,0,0,0
22,"print(""keywords are unexpanded, not using"")",0,0,43,0,0,0,0,0,0
23,"raise NotThisMethod(""unexpanded keywords, not a git-archive tarball"")",0,1,69,0,1,0,0,0,0
24,"refs = set([r.strip() for r in refnames.strip(""()"").split("","")])",0,1,64,0,0,0,0,0,1
27,"TAG = ""tag: """,0,0,13,0,0,0,0,0,1
28,tags = set([r[len(TAG) :] for r in refs if r.startswith(TAG)]),1,1,62,0,0,0,0,0,1
31,if not tags:,0,1,12,0,0,0,0,0,0
39,"tags = set([r for r in refs if re.search(r""\d"", r)])",1,1,52,1,0,0,0,0,1
41,if verbose:,0,1,11,0,0,0,0,0,0
42,"print(""discarding '%s', no digits"" % "","".join(refs - tags))",0,0,59,0,1,0,1,0,0
43,if verbose:,0,1,11,0,0,0,0,0,0
44,"print(""likely tags: %s"" % "","".join(sorted(tags)))",0,0,49,0,0,1,1,0,0
45,for ref in sorted(tags):,0,1,24,0,0,1,0,0,0
47,if ref.startswith(tag_prefix):,0,1,30,0,0,0,0,0,0
48,r = ref[len(tag_prefix) :],0,0,26,0,0,0,0,0,1
49,if verbose:,0,1,11,0,0,0,0,0,0
50,"print(""picking %s"" % r)",0,0,23,0,0,0,0,0,0
51,return {,0,1,8,0,0,0,0,0,0
52,"""version"": r,",0,0,13,0,0,0,0,0,0
53,"""full-revisionid"": keywords[""full""].strip(),",0,0,44,0,1,0,0,0,0
54,"""dirty"": False,",0,0,15,0,0,0,0,0,0
55,"""error"": None,",0,0,14,0,0,0,0,0,0
56,"""date"": date,",0,0,13,0,0,0,0,0,0
57,},0,0,1,0,0,0,0,0,0
59,if verbose:,0,1,11,0,0,0,0,0,0
60,"print(""no suitable tags, using unknown + full revision id"")",0,0,59,0,1,0,0,0,0
61,return {,0,1,8,0,0,0,0,0,0
62,"""version"": ""0+unknown"",",0,0,23,0,1,0,0,0,0
63,"""full-revisionid"": keywords[""full""].strip(),",0,0,44,0,1,0,0,0,0
64,"""dirty"": False,",0,0,15,0,0,0,0,0,0
65,"""error"": ""no suitable tags"",",0,0,28,0,0,0,0,0,0
67,"    }
",0,0,6,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"text = ""This is a string with multiple words and numbers 1234567890.""",0,0,69,0,0,0,0,0,1
3,num = 10,0,0,8,0,0,0,0,0,1
6,result = bin(num),0,0,17,0,0,0,0,0,1
7,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
10,count = 0,0,0,9,0,0,0,0,0,1
11,while num:,0,1,10,0,0,0,0,0,0
12,count += num & 1,0,0,16,0,1,0,0,1,1
13,num >>= 1,0,0,9,0,0,0,0,1,1
14,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
17,binary = bin(num)[2:],0,0,21,0,0,0,0,0,1
18,result = binary[::-1],0,0,21,0,1,0,0,0,1
19,"print(""Reversed binary representation: "", result)",0,0,49,0,0,0,0,0,0
22,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
23,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
26,"result = int(binary, 2)",0,0,23,0,0,0,0,0,1
27,"print(""Integer representation of binary: "", result)",0,0,51,0,0,0,0,0,0
30,result = text[::-1],0,0,19,0,1,0,0,0,1
31,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
34,result = text.split(),0,0,21,0,0,0,0,0,1
35,"print(""Text split by whitespace: "", result)",0,0,43,0,0,0,0,0,0
38,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
39,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
42,result = len(text),0,0,18,0,0,0,0,0,1
43,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
46,result = text.upper(),0,0,21,0,0,0,0,0,1
47,"print(""Text in uppercase: "", result)",0,1,36,0,0,0,0,0,0
50,result = text.lower(),1,0,21,0,0,0,1,0,1
52,"print(""Text in lowercase: "", result)",0,1,36,0,0,0,1,0,0
55,"result = text.replace(""is"", ""was"")",0,1,34,0,0,0,1,0,1
56,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
59,"result = [c for c in text]
",0,1,27,0,0,0,0,0,1
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
4,num = 10,0,0,8,0,0,0,0,0,1
7,result = text[::-1],0,0,19,0,1,0,0,0,1
8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
11,"result = re.findall(r""\bs\w+"", text)",0,0,36,1,1,0,0,0,1
12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
15,count = 0,0,0,9,0,0,0,0,0,1
16,while num:,0,1,10,0,0,0,0,0,0
17,count += num & 1,0,0,16,0,1,0,0,1,1
18,num >>= 1,0,0,9,0,0,0,0,1,1
19,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
22,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
23,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
26,"result = re.sub(""is"", ""was"", text)",0,1,34,1,0,0,0,0,1
27,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
30,num = num ^ (1 << (3 - 1)),1,0,26,0,1,0,0,1,1
32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
35,result = len(text),0,0,18,0,0,0,0,0,1
36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
39,"result = re.findall(r""\d"", text)",0,0,32,1,0,0,0,0,1
40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
43,result = bin(num),0,0,17,0,0,0,0,0,1
44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
0,"from typing import Any, Dict",0,1,28,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,"def __call__(self, line: str, ans: Dict[str, Any]) -> None:",0,1,59,0,1,0,0,0,0
4,is_block = line.startswith(',1,0,28,0,0,0,0,0,1
7,if self.in_metadata and not is_block:,0,1,37,0,0,0,0,0,0
8,self.keep_going = False,0,0,23,0,0,0,0,0,1
9,return,0,1,6,0,0,0,0,0,0
10,if not self.in_metadata and is_block:,0,1,37,0,0,0,0,0,0
11,self.in_metadata = True,0,0,23,0,0,0,0,0,1
12,if not self.in_metadata:,0,1,24,0,0,0,0,0,0
13,return,0,1,6,0,0,0,0,0,0
14,line = line[3:],0,0,15,0,0,0,0,0,1
15,if self.in_blurb:,0,1,17,0,0,0,0,0,0
16,ans['blurb'] += ' ' + line,0,0,26,0,1,0,0,0,1
17,return,0,1,6,0,0,0,0,0,0
18,try:,0,1,4,0,0,0,0,0,0
19,"key, val = line.split(':', 1)",1,0,29,0,0,0,0,0,1
21,except Exception:,0,1,17,0,0,0,0,0,0
22,self.keep_going = False,0,0,23,0,0,0,0,0,1
23,return,0,1,6,0,0,0,0,0,0
24,key = key.strip().lower(),0,0,25,0,0,0,1,0,1
25,val = val.strip(),0,0,17,0,0,0,0,0,1
26,if val:,0,1,7,0,0,0,0,0,0
27,ans[key] = val,0,0,14,0,0,0,0,0,1
29,"        self.in_blurb = True
",0,0,29,0,0,0,0,0,1
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
4,num = 10,0,0,8,0,0,0,0,0,1
7,result = text[::-1],0,0,19,0,1,0,0,0,1
8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
11,"result = re.findall(r""\bs\w+"", text)",0,0,36,1,1,0,0,0,1
12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
15,count = 0,0,0,9,0,0,0,0,0,1
16,while num:,0,1,10,0,0,0,0,0,0
17,count += num & 1,0,0,16,0,1,0,0,1,1
18,num >>= 1,0,0,9,0,0,0,0,1,1
19,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
22,"result = ""-"".join(text.split())",1,0,31,0,1,0,1,0,1
24,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
27,"result = re.sub(""is"", ""was"", text)",0,1,34,1,0,0,0,0,1
28,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
31,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
35,result = len(text),0,0,18,0,0,0,0,0,1
36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
39,"result = re.findall(r""\d"", text)",0,0,32,1,0,0,0,0,1
40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
43,result = bin(num),0,0,17,0,0,0,0,0,1
44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def _normalize(self, name, columns, points):",0,1,44,0,0,0,0,0,0
3,"""""""Normalize data for the InfluxDB's data model.",0,1,48,0,0,0,0,0,0
5,:return: a list of measurements.,0,1,32,0,0,0,0,0,0
6,"""""""",0,0,3,0,0,0,0,0,0
7,ret = [],0,0,8,0,0,0,0,0,1
10,"data_dict = dict(zip(columns, points))",0,0,38,0,0,0,0,0,1
14,"keys_list = [k.split(""."")[0] for k in columns if k.endswith("".key"")]",1,1,68,0,0,0,0,0,1
17,if len(keys_list) == 0:,0,1,23,0,0,0,0,0,0
18,keys_list = [None],0,0,18,0,0,0,0,0,1
20,for measurement in keys_list:,0,1,29,0,0,0,0,0,0
22,if measurement is not None:,0,1,27,0,0,0,0,0,0
23,fields = {,0,0,10,0,0,0,0,0,1
24,"k.replace(""{}."".format(measurement), """"): data_dict[k]",0,1,54,0,0,0,1,0,0
25,for k in data_dict,0,1,18,0,0,0,0,0,0
26,"if k.startswith(""{}."".format(measurement))",0,1,42,0,0,0,1,0,0
27,},0,0,1,0,0,0,0,0,0
28,else:,0,1,5,0,0,0,0,0,0
29,fields = data_dict,0,0,18,0,0,0,0,0,1
32,for k in fields:,0,1,16,0,0,0,0,0,0
34,if fields[k] is None:,0,1,21,0,0,0,0,0,0
35,continue,0,1,8,0,0,0,0,0,0
37,try:,0,1,4,0,0,0,0,0,0
38,fields[k] = float(fields[k]),0,0,28,0,0,0,0,0,1
39,"except (TypeError, ValueError):",0,1,31,0,0,0,0,0,0
41,try:,0,1,4,0,0,0,0,0,0
42,fields[k] = str(fields[k]),0,0,26,0,0,0,0,0,1
43,"except (TypeError, ValueError):",0,1,31,0,0,0,0,0,0
44,pass,0,1,4,0,0,0,0,0,0
46,tags = self.parse_tags(self.tags),0,0,33,0,0,0,0,0,1
47,"if ""key"" in fields and fields[""key""] in fields:",0,1,47,0,0,0,0,0,0
50,"tags[fields[""key""]] = str(fields[fields[""key""]])",0,0,48,0,0,0,0,0,1
52,"fields.pop(fields[""key""])",0,0,25,0,0,1,0,0,0
54,"tags[""hostname""] = self.hostname",0,0,32,0,0,0,0,0,1
57,"    return ret
",0,1,15,0,0,0,0,0,0
5,import sys,0,1,10,0,0,0,0,0,0
6,import re,0,1,9,0,0,0,0,0,0
7,import random,0,1,13,0,0,0,0,0,0
8,from inline import Here,0,1,23,0,0,0,0,0,0
16,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
18,"bin_dig = [""0"", ""1""]",0,0,20,0,0,0,0,0,1
19,for iter in range(10):,0,1,22,0,0,0,0,0,0
21,"bin_num = """"",0,0,12,0,0,0,0,0,1
22,for digit in range(8):,0,1,22,0,0,0,0,0,0
23,"bin_num = bin_num + str(bin_dig[random.randint(0, 1)])",0,0,54,0,1,0,0,0,1
26,"left_bit = str(hex(int(bin_num[0:4], 2)))",0,0,41,0,0,0,0,0,1
27,"right_bit = str(hex(int(bin_num[4:8], 2)))",0,0,42,0,0,0,0,0,1
28,"res_hex = ""0x"" + left_bit[2] + right_bit[2]",0,0,43,0,1,0,0,0,1
29,"print(""0b""+ bin_num + "" -> "" + res_hex)",0,0,39,0,1,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,from collections import deque,0,1,29,0,0,0,0,0,0
4,"def calculate(self, s):",0,1,23,0,0,0,0,0,0
5,def precedence(c):,0,1,18,0,0,0,0,0,0
6,return c == '*' or c == '/',0,1,27,0,1,0,0,0,0
7,def toPostfix(s):,0,1,17,0,0,0,0,0,0
8,"op, post = deque(), ''",0,0,22,0,0,0,0,0,1
9,for c in s:,0,1,11,0,0,0,0,0,0
10,if c == ' ': continue,0,1,21,0,0,0,0,0,0
11,elif c.isdigit(): post += c,0,1,27,0,1,0,0,0,1
12,else:,0,1,5,0,0,0,0,0,0
13,post += '|',0,0,11,0,1,0,0,1,1
14,while op and precedence(c) <= precedence(op[-1]):,0,1,49,0,1,0,0,0,1
15,post += op.pop(),0,0,16,0,1,1,0,0,1
16,op.append(c),0,0,12,0,0,1,0,0,0
18,return post + '|' + ''.join(reversed(op)),0,1,41,0,1,1,1,1,0
20,"s, num, i = toPostfix(s), deque(), 0",0,0,36,0,0,0,0,0,1
21,while i < len(s):,0,1,17,0,0,0,0,0,0
22,if s[i].isdigit():,0,1,18,0,0,0,0,0,0
23,"j = s.find('|', i+1)",0,0,20,0,1,0,0,1,1
26,num.append(int(s[i:j])),0,0,23,0,0,1,0,0,0
27,i = j,0,0,5,0,0,0,0,0,1
28,else:,0,1,5,0,0,0,0,0,0
29,"num1, num2 = num.pop(), num.pop()",0,0,33,0,0,1,0,0,1
30,if   s[i] == '*': num.append(num2 * num1),0,1,41,0,1,1,0,0,0
31,elif s[i] == '/': num.append(num2 // num1),0,1,42,0,1,1,0,0,0
32,elif s[i] == '+': num.append(num2 + num1),0,1,41,0,1,1,0,0,0
33,elif s[i] == '-': num.append(num2 - num1),0,1,41,0,1,1,0,0,0
34,i += 1,0,0,6,0,1,0,0,0,1
36,"    return num.pop()
",0,1,21,0,0,1,0,0,0
0,import sys,0,1,10,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
6,"string1 = ""abcdefg""",0,1,19,0,0,0,0,0,1
7,"string2 = ""abd""",0,0,15,0,0,0,0,0,1
9,class MWS:,0,1,10,0,0,0,0,0,0
10,"def minWindow(self, s: str, t: str) -> str:",0,1,43,0,1,0,0,0,0
11,"if t == """":",0,1,11,0,0,0,0,0,0
12,"return """"",0,1,9,0,0,0,0,0,0
14,"countT, window = {}, {}",0,0,23,0,0,0,0,0,1
15,for c in t:,0,1,11,0,0,0,0,0,0
16,"countT[c] = 1 + countT.get(c, 0)",0,0,32,0,1,0,0,0,1
18,"have, need = 0, len(countT)",0,0,27,0,0,0,0,0,1
19,"res, resLen = [-1, -1], float(""infinity"")",0,0,41,0,1,0,0,0,1
20,l = 0,0,0,5,0,0,0,0,0,1
21,for r in range(len(s)):,0,1,23,0,0,0,0,0,0
22,c = s[r],0,0,8,0,0,0,0,0,1
23,"window[c] = 1 + window.get(c, 0)",0,0,32,0,1,0,0,0,1
25,if c in countT and window[c] == countT[c]:,0,1,42,0,0,0,0,0,0
26,have += 1,0,0,9,0,1,0,0,0,1
28,while have == need:,0,1,19,0,0,0,0,0,0
30,if (r - l + 1) < resLen:,0,1,24,0,1,0,0,0,0
31,"res = [l, r]",0,0,12,0,0,0,0,0,1
32,resLen = r - l + 1,0,0,18,0,1,0,0,0,1
34,window[s[l]] -= 1,0,0,17,0,1,0,0,0,1
35,if s[l] in countT and window[s[l]] < countT[s[l]]:,0,1,50,0,0,0,0,0,0
36,have -= 1,0,0,9,0,1,0,0,0,1
37,l += 1,0,0,6,0,1,0,0,0,1
38,"l, r = res",0,0,10,0,0,0,0,0,1
39,"return s[l : r + 1] if resLen != float(""infinity"") else """"",0,1,58,0,1,0,0,0,1
41,"def check(self, s: str, t: str) -> bool:",0,1,40,0,1,0,0,0,0
42,set1 = set(s),0,0,13,0,0,0,0,0,1
43,set2 = set(t),0,0,13,0,0,0,0,0,1
45,for c in set2:,0,1,14,0,0,0,0,0,0
46,if c not in set1:,0,1,17,0,0,0,0,0,0
47,return False,0,1,12,0,0,0,0,0,0
49,return True,0,1,11,0,0,0,0,0,0
51,mws = MWS(),0,0,11,0,0,0,0,0,1
52,"finder = mws.minWindow(string1, string2)",0,0,40,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def get_authors(revision_range):,0,1,32,0,0,0,0,0,0
3,"pat = ""^.*\\t(.*)$""",0,0,19,0,1,0,0,1,1
4,"lst_release, cur_release = (r.strip() for r in revision_range.split(""..""))",1,1,74,0,0,0,0,0,1
7,"if ""|"" in cur_release:",0,1,22,0,0,0,0,1,0
9,"maybe_tag, head = cur_release.split(""|"")",1,1,40,0,0,0,0,1,1
11,"assert head == ""HEAD""",0,1,21,0,0,0,0,0,0
12,if maybe_tag in this_repo.tags:,0,1,31,0,0,0,0,0,0
13,cur_release = maybe_tag,0,1,23,0,0,0,0,0,1
14,else:,0,1,5,0,0,0,0,0,0
15,cur_release = head,0,1,18,0,0,0,0,0,1
16,"revision_range = f""{lst_release}..{cur_release}""",0,1,48,0,0,0,0,0,1
22,"xpr = re.compile(r""Co-authored-by: (?P<name>[^<]+) "")",0,0,53,1,1,0,0,1,1
23,cur = set(,0,0,10,0,0,0,0,0,1
24,xpr.findall(,0,0,12,0,0,0,0,0,0
25,"this_repo.git.log(""--grep=Co-authored"", ""--pretty=%b"", revision_range)",0,0,70,0,1,0,0,0,0
26,),0,0,1,0,0,0,0,0,0
27,),0,0,1,0,0,0,0,0,0
28,"cur |= set(re.findall(pat, this_repo.git.shortlog(""-s"", revision_range), re.M))",0,0,79,1,1,0,0,1,1
30,pre = set(,0,0,10,0,0,0,0,0,1
31,"xpr.findall(this_repo.git.log(""--grep=Co-authored"", ""--pretty=%b"", lst_release))",0,1,80,0,1,0,0,0,0
32,),0,0,1,0,0,0,0,0,0
33,"pre |= set(re.findall(pat, this_repo.git.shortlog(""-s"", lst_release), re.M))",0,1,76,1,1,0,0,1,1
36,"cur.discard(""Homu"")",0,0,19,0,0,0,0,0,0
37,"pre.discard(""Homu"")",0,0,19,1,0,0,0,0,0
40,"authors = [s + "" +"" for s in cur - pre] + [s for s in cur & pre]",0,1,64,0,1,0,0,1,1
42,"    return authors
",0,1,19,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"sample = ""Hello""",0,0,16,0,0,0,0,0,1
3,size_string = 32,0,0,16,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def load_tokens(path):,0,1,22,0,0,0,0,0,0
3,tok_names = [],0,0,14,0,0,0,0,0,1
4,string_to_tok = {},0,0,18,0,0,0,0,0,1
5,ERRORTOKEN = None,0,0,17,0,0,0,0,0,1
6,with open(path) as fp:,0,1,22,0,0,0,0,0,0
7,for line in fp:,0,1,15,0,0,0,0,0,0
8,line = line.strip(),0,0,19,0,0,0,0,0,1
10,"i = line.find(""",1,0,15,0,0,0,0,0,1
12,if i >= 0:,0,1,10,0,0,0,0,0,1
13,line = line[:i].strip(),1,0,23,0,0,0,0,0,1
15,if not line:,0,1,12,0,0,0,0,0,0
16,continue,0,1,8,0,0,0,0,0,0
17,fields = line.split(),0,0,21,0,0,0,0,0,1
18,name = fields[0],0,0,16,0,0,0,0,0,1
19,value = len(tok_names),0,0,22,0,0,0,0,0,1
20,"if name == ""ERRORTOKEN"":",0,1,24,0,0,0,0,0,0
21,ERRORTOKEN = value,0,0,18,0,0,0,0,0,1
22,string = fields[1] if len(fields) > 1 else None,0,1,47,0,0,0,0,0,1
23,if string:,0,1,10,0,0,0,0,0,0
24,string = eval(string),0,0,21,0,0,0,0,0,1
25,string_to_tok[string] = value,0,0,29,0,0,0,0,0,1
27,"    return tok_names, ERRORTOKEN, string_to_tok
",0,1,48,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def _parse_query(query):,0,1,24,0,0,0,0,0,0
3,topic = query,0,0,13,0,0,0,0,0,1
4,keyword = None,0,0,14,0,0,0,0,0,1
5,"search_options = """"",0,0,19,0,0,0,0,0,1
7,keyword = None,0,0,14,0,0,0,0,0,1
8,"if ""~"" in query:",0,1,16,0,0,0,0,1,0
9,topic = query,0,0,13,0,0,0,0,0,1
10,"pos = topic.index(""~"")",0,0,22,0,0,0,0,1,1
11,keyword = topic[pos + 1 :],0,0,26,0,1,0,0,0,1
12,topic = topic[:pos],0,0,19,0,0,0,0,0,1
14,"if ""/"" in keyword:",0,1,18,0,1,0,0,0,0
15,search_options = keyword[::-1],1,0,30,0,1,0,0,0,1
17,"search_options = search_options[: search_options.index(""/"")]",1,0,60,0,1,0,0,0,1
19,keyword = keyword[: -len(search_options) - 1],1,0,45,0,1,0,0,0,1
22,"    return topic, keyword, search_options
",0,1,42,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def remove_markup(text, promote_remaining=True, simplify_links=True):",0,1,69,0,0,1,0,0,0
3,"""""""Filter out wiki markup from `text`, leaving only text.",0,1,57,0,0,0,0,0,0
5,Parameters,0,0,10,0,0,0,0,0,0
6,----------,0,0,10,0,1,0,0,0,0
7,text : str,0,0,10,0,0,0,0,0,0
8,String containing markup.,0,0,25,0,0,0,0,0,0
9,promote_remaining : bool,0,0,24,0,0,0,0,0,0
10,Whether uncaught markup should be promoted to plain text.,0,0,57,0,0,0,0,0,0
11,simplify_links : bool,0,1,21,0,0,0,0,0,0
12,Whether links should be simplified keeping only their description text.,0,1,71,0,0,0,0,0,0
14,Returns,0,0,7,0,0,0,0,0,0
15,-------,0,0,7,0,1,0,0,0,0
16,str,0,0,3,0,0,0,0,0,0
17,`text` without markup.,0,0,22,0,0,0,0,0,0
19,"""""""",0,0,3,0,0,0,0,0,0
20,"text = re.sub(RE_P2, '', text)  ",1,0,32,1,0,0,0,0,1
26,text = remove_template(text),0,0,28,0,0,1,0,0,1
27,text = remove_file(text),0,0,24,0,0,1,0,0,1
28,iters = 0,0,0,9,0,0,0,0,0,1
29,while True:,0,1,11,0,0,0,0,0,0
30,"old, iters = text, iters + 1",0,0,28,0,1,0,0,0,1
